63,"74 Southern Rocky Mountain Juniper Woodland and Savanna"
64,"75 Inter-Mountain Basins Juniper Savanna"
65,"77 Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe"
66,"78 Inter-Mountain Basins Big Sagebrush Steppe"
67,"79 Inter-Mountain Basins Semi-Desert Shrub Steppe"
68,"80 Chihuahuan Gypsophilous Grassland and Steppe"
69,"81 Rocky Mountain Dry Tundra"
70,"83 Rocky Mountain Subalpine Mesic Meadow"
71,"85 Southern Rocky Mountain Montane-Subalpine Grassland"
72,"86 Western Great Plains Foothill and Piedmont Grassland"
73,"87 Central Mixedgrass Prairie"
74,"88 Western Great Plains Shortgrass Prairie"
75,"89 Western Great Plains Sandhill Prairie"
76,"90 Inter-Mountain Basins Semi-Desert Grassland"
77,"91 Rocky Mountain Subalpine-Montane Riparian Shrubland"
78,"92 Rocky Mountain Subalpine-Montane Riparian Woodland"
79,"93 Rocky Mountain Lower Montane Riparian Woodland and Shrubland"
80,"94 North American Warm Desert Lower Montane Riparian Woodland and Shrubland"
81,"95 Western Great Plains Riparian Woodland and Shrubland"
82,"96 Inter-Mountain Basins Greasewood Flat"
83,"97 North American Warm Desert Riparian Woodland and Shrubland"
84,"98 North American Warm Desert Riparian Mesquite Bosque"
85,"100 North American Arid West Emergent Marsh"
86,"102 Rocky Mountain Alpine-Montane Wet Meadow"
87,"103 Temperate Pacific Montane Wet Meadow"
88,"105 Mediterranean California Subalpine-Montane Fen"
89,"108 Western Great Plains Saline Depression Wetland"
90,"109 Chihuahuan-Sonoran Desert Bottomland and Swale Grassland"
91,"111 Madrean Upper Montane Conifer-Oak Forest and Woodland"
92,"112 Madrean Pinyon-Juniper Woodland"
93,"113 Chihuahuan Sandy Plains Semi-Desert Grassland"
94,"114 Sonora-Mojave-Baja Semi-Desert Chaparral"
95,"115 Madrean Juniper Savanna"
96,"116 Chihuahuan Mixed Salt Desert Scrub"
97,"117 Coahuilan Chaparral"
98,"118 Great Basin Foothill and Lower Montane Riparian Woodland and Shrubland"
99,"120 Western Great Plains Floodplain Herbaceous Wetland"
100,"121 Mediterranean California Red Fir Forest and Woodland"
101,"122 Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland"
102,"123 Mediterranean California Ponderosa-Jeffrey Pine Forest and Woodland"
103,"125 Rocky Mountain Foothill Limber Pine-Juniper Woodland"
104,"128 Wyoming Basins Low Sagebrush Shrubland"
105,"129 Sonoran Mid-Elevation Desert Scrub"
106,"132 Western Great Plains Tallgrass Prairie"
107,"134 North Pacific Montane Grassland"
108,"136 Southern Colorado Plateau Sand Shrubland"
109,"138 Western Great Plains Mesquite Woodland and Shrubland"
110,"211 Open water"
111,"221 Developed, Low Intensity"
112,"222 Developed, Medium - High Intensity"
113,"231 Barren Lands"
114,"280 Agriculture"
115,"301 Disturbed, NON-SPECIFIC"
116,"302 Recently Burned"
117,"303 Recently mined or quarried"
118,"304 Invasive Southwest Riparian Woodland and Shrubland"
119,"306 Invasive Perennial Grassland"
120,"307 Invasive Perennial Forbland"
121,"308 Invasive Annual Grassland"
122,"309 Invasive Annual and Biennial Forbland"
123,"310 Recently Logged Areas"
124,"311 Recently Chained Pinyon-Juniper Areas"
125,"314 Disturbed, oil well"
